pvals
0.8942
0.416
0.6596
0.5766
0.6641
0.035
0.8319
0.0916
0.0828
0.3285
0.4792
0.3165
0.8909
0.0932
0.336
0.9823
0.7164
0.6459
0.2083
0.7644
0.5606
0.3097
0.6165
0.6926
0.7561
0.9509
0.1946
0.3113
0.4652
0.0379
0.0943
0.2416
0.8407
0.8872
0.5467
0.9176
0.8171
0.6057
0.2472
0.1043
0.6753
0.9203
0.8443
0.1165
0.4822
0.9913
0.2854
0.7581
0.703
0.4439
0.0276
0.0744
0.7029
0.8474
0.7946
0.9666
0.5373
0.4662
0.41
0.1754
0.2664
0.8243
0.4778
0.2856
0.794
0.9005
0.6954
0.7227
0.5284
0.0821
0.9095
0.7954
0.7157
0.0384
0.8042
0.2377
0.1247
0.4189
0.0872
0.8832
0.5831
0.8341
0.606
0.9871
0.3391
0.5726
0.6971
0.8905
0.8556
0.1101
0.2352
0.5692
0.3691
0.3495
0.8678
0.7478
0.879
0.5738
0.1195
0.204
0.6675
0.3227
0.7963
0.4663
0.2429
0.9781
0.1266
0.2471
0.0137
0.372
0.1909
0.2846
0.3462
0.5009
0.537
0.701
0.7537
0.1018
0.9246
0.4906
0.1344
0.939
0.0431
0.2416
0.1719
0.3873
0.125
0.6272
0.9133
0.4847
0.5249
0.594
0.311
0.6591
0.5255
0.3135
0.9595
0.4457
0.0611
0.1726
0.8972
0.6762
0.259
0.0105
0.8617
0.8888
0.2841
0.9268
0.9068
0.388
0.9279
0.8696
0.5129
0.6529
0.5389
0.4374
0.636
0.8913
0.7448
0.8715
0.0989
0.1243
0.3915
0.1183
0.1781
0.5948
0.9572
0.7586
0.7054
0.727
0.9179
0.5258
0.0475
0.9133
0.9097
0.7076
0.6626
0.1474
0.2742
0.3518
0.3979
0.6922
0.8315
0.4905
0.7786
0.4003
0.18
0.5972
0.5962
0.3113
0.688
0.4476
0.674
0.2841
0.7203
0.7691
0.3843
0.2619
0.7773
0.6641
0.2909
0.1321
0.4077
0.7959
0.7221
0.2002
0.4995
0.6381
0.2044
0.6174
0.2523
0.7672
0.2297
0.0067
0.4061
0.0158
0.2916
0.6761
0.0731
0.5718
0.3388
0.3199
0.4731
0.2422
0.7961
0.6039
0.2795
0.4259
0.7775
0.2922
0.5527
0.3188
0.7923
0.7716
0.1929
0.6459
0.0768
0.168
0.5432
0.2362
0.2485
0.3334
0.8509
0.278
0.098
0.898
0.1229
0.5764
0.4123
0.3626
0.5841
0.9783
0.5139
0.9179
0.3806
0.7126
0.1829
0.2436
0.1167
0.5268
0.8496
0.198
0.3924
0.8186
0.2515
0.2956
0.4474
0.1615
0.6942
0.0707
0.3746
0.0607
0.1669
0.6414
0.9521
0.9689
0.3802
0.6335
0.1474
0.175
0.1207
0.554
0.3112
0.3306
0.3818
0.8295
0.2188
0.0136
0.9384
0.4611
0.3404
0.5252
0.7041
0.4423
0.1095
0.5174
0.2537
0.7455
0.3618
0.5674
0.9244
0.2625
0.8194
0.2977
0.2733
0.2455
0.5174
0.3054
0.1287
0.9658
0.2471
0.1364
0.4687
0.9961
0.808
0.1159
0.387
0.3492
0.0547
0.7031
0.9099
0.8803
0.2865
0.2246
0.3255
0
0.4607
0.9681
0.1249
0.0653
0.8382
0.936
0.5282
0.5354
0.6094
0.9728
0.8111
0.1112
0.5682
0.5078
0.7062
0.1341
0.8079
0.7584
0.786
0.3061
0.7396
0.6503
0.3855
0.576
0.4321
0.0556
0.746
0.3802
0.0624
0.3321
0.3343
0.3373
0.9888
0.7665
0.6682
0.1041
0.833
0.9786
0.097
0.8571
0.5033
0.7275
0.8124
0.2993
0.1126
0.1834
0.4475
0.2759
0.448
0.7871
0.9541
0.7664
0.3334
0.7035
0.57
0.5652
0.3358
0.4673
0.2084
0.4869
0.03
0.1234
0.7062
0.9942
0.6151
0.6841
0.9302
0.0482
0.734
0.9701
0.4015
0.2324
0.7122
0.542
0.9578
0.2956
0.5783
0.8788
0.0771
0.2665
0.0801
0.8157
0.0014
0.1279
0.0635
0.1418
0.1391
0.6646
0.091
0.9996
0.1553
0.1742
0.4499
0.3297
0.6087
0.082
0.0592
0.2128
0.9436
0.3935
0.2677
0.2946
0.2158
0.7839
0.8314
0.1744
0.989
0.5611
0.6393
0.2932
0.6053
0.2763
0.6742
0.5344
0.1553
0.0885
0.5772
0.0409
0.7529
0.2402
0.9272
0.2293
0.6987
0.0671
0.9505
0.7196
0.2817
0.3446
0.5427
0.9096
0.3443
0.0181
0.5776
0.3608
0.8573
0.9138
0.0292
0.2207
0.0233
0.0261
0.8612
0.3027
0.4692
0.1248
0.7498
0.4446
0.0837
0.018
0.3895
0.2549
0.6221
0.4901
0.2956
0.4009
0.4023
0.2333
0.3793
0.3029
0.7712
0.2054
0.8489
0.821
0.9527
0.084
0.1706
0.6105
0.9291
0.786
0.163
0.7225
0.2498
0.2638
0.5864
0.4401
0.1303
0.3092
0.7838
0.4044
0.6356
0.8503
0.3797
0.0735
0.0998
0.1561
0.0246
0.0385
0.8717
0.3101
0.4612
0.0738
0.6913
0.5004
0.4071
0.0439
0.7722
0.0228
0.734
0.9461
0.0228
0.341
0.8877
0.2922
0.6788
0.6309
0.9143
0.838
0.8196
0.0852
0.4338
0.9043
0.181
0.6926
0.7398
0.2729
0.181
0.1822
0.4732
0.0082
0.0021
0.625
0.3549
0.848
0.0671
0.2021
0.1712
0.8458
0.6326
0.9419
0.6396
0.3942
0.9204
0.9947
0.6873
0.4825
0.7688
0.5399
0.994
0.3247
0.2238
0.4564
0.3842
0.6976
0.1864
0.065
0.2703
0.8247
0.6229
0.3907
0.8779
0.1027
0.8503
0.649
0.6278
0.3724
0.3128
0.5703
0.402
0.4899
0.039
0.9374
0.4318
0.2937
0.7317
0.8977
0.8548
0.4471
0.0305
0.1805
0.6685
0.9372
0.1832
0.7554
0.5783
0.529
0.8151
0.0414
0.8323
0.52
0.7478
0.537
0.6
0.2544
0.1912
0.0925
0.817
0.032
0.8735
0.8146
0.7541
0.7569
0.8297
0.2274
0.8952
0.9908
0.8681
0.6425
0.9841
0.691
0.5196
0.5242
0.8421
0.7252
0.5204
0.9552
0.6014
0.2769
0.208
0.8586
0.7366
0.5827
0.5876
0.0082
0.7508
0.061
0.3344
0.4322
0.3968
0.779
0.8931
0.2487
